gene	突变类型	突变频率	相关通路	PMID	文献类型	IF	年份	引用量	备注	Drug_anno(敏感增加或.)	Drug_anno(毒性增加或敏感降低或耐药提高)
IL6ST	mut	3.00%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	None	None
IL6ST	mut	1.70%	PI3K/AKT/MTOR pathway,IL6/JAK/STAT pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
KIT	(STV)CNV	2.3%(6/300)		27064257	research	20.83	2017	54	样本量300(HCC 268,24 ICC,8 Chcc/icc)	Dasatinib:PMID: 16397263||Dasatinib:PMID: 18986703;Dasatinib:PMID: 18559612;Dasatinib:PMID: 16397263||Dasatinib:PMID: 16397263||Dasatinib:PMID: 17372901, 18448188;Imatinib:PMID: 18066592;Imatinib:PMID: 17372901, 18448188;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812;Sunitinib:PMID: 17372901, 18448188||Dasatinib:PMID: 23149070;Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18623623;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 23456621;Imatinib:PMID: 25886408;Imatinib:PMID: 26316776;Sunitinib:PMID: 21394667;Sunitinib:PMID: 21394667||Dasatinib:PMID: 19671763;Imatinib:NCCN;Imatinib:PMID: 18421059, 21642685, 21690468, 22261812;Imatinib:FDA;Nilotinib:PMID: 22068222, 25695690;Regorafenib:FDA;Sunitinib:PMID: 18421059, 21642685, 21690468, 22261812;Sunitinib:FDA||Dasatinib:PMID: 16397263;Sorafenib:ASCO 2011 (abstr 10009);Sunitinib:PMID: 18955458||Imatinib:PMID: 18955458||Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 23456621;Imatinib:PMID: 26779618;Ponatinib:PMID: 25239608||Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18452195;Imatinib:PMID: 18955458||Imatinib:PMID: 15685537||Imatinib:PMID: 18955458||Imatinib:PMID: 16551858;Imatinib:PMID: 18452195||Imatinib:PMID: 15685537||Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 20032375||Imatinib:PMID: 16954519;Imatinib:PMID: 18955458||Imatinib:PMID: 15685537;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 18452195;Imatinib:PMID: 25886408;Sorafenib:PMID: 19461405||Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 18452195;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 25886408||Imatinib:PMID: 23775962;Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 18452195;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 23456621;Imatinib:PMID: 25886408;Nilotinib:PMID: 25695690||Imatinib:PMID: 21325067;Nilotinib:PMID: 21325067;Sorafenib:PMID: 21325067;Sunitinib:PMID: 21325067||Imatinib:PMID: 20043176;Imatinib:PMID: 20043176;Imatinib:PMID: 25886408;Imatinib:PMID: 18066592;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812||Imatinib:PMID: 25886408||Imatinib:PMID: 25886408||Imatinib:PMID: 16954519;Imatinib:PMID: 18623623;Imatinib:PMID: 25886408||Imatinib:PMID: 16551858||Imatinib:PMID: 25735500||Imatinib:PMID: 16551858;Imatinib:PMID: 25886408||Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 20028860;Imatinib:PMID: 25886408;Ponatinib:PMID: 25239608||Imatinib:PMID: 18066592;Imatinib:PMID: 20736294;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812||Imatinib:PMID: 18066592;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812||Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18488000;Imatinib:PMID: 18623623;Imatinib:PMID: 18830121;Imatinib:PMID: 18955458;Imatinib:PMID: 23348204;Imatinib:PMID: 23456621;Imatinib:PMID: 25182956;Imatinib:PMID: 25886408;Imatinib:PMID: 26779618;Ponatinib:PMID: 25239608||Imatinib:PMID: 18066592;Imatinib:PMID: 12960119;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Nilotinib:PMID: 12960119;Sorafenib:PMID: 12960119;Sunitinib:PMID: 22261812;Sunitinib:PMID: 12960119||Imatinib:PMID: 21969494;Imatinib:PMID: 21969494;Nilotinib:PMID: 21969494;Sorafenib:PMID: 21969494;Sunitinib:PMID: 23375402;Sunitinib:PMID: 21969494||Imatinib:PMID: 25886408||Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 20043176;Imatinib:PMID: 23456621;Imatinib:PMID: 25886408||Imatinib:PMID: 15618474||Imatinib:PMID: 15201427||Imatinib:PMID: 25886408||Imatinib:PMID: 15201427;Sunitinib:PMID: 15201427||Imatinib:PMID: 15201427;Sunitinib:PMID: 15201427||Imatinib:PMID: 25886408||Nilotinib:PMID: 22119758, 21456006;Sorafenib:PMID: 23840364||Ponatinib:ASCO 2015 (abstr 10517), 25239608,ASCO 2015 (abstr 10535)||Sorafenib:PMID: 18936790||Sorafenib:PMID: 20970876||Sorafenib:PMID: 18936790, 20372153||Sorafenib:PMID: 22270258||Sunitinib:PMID: 19861435;Sunitinib:PMID: 19861435	Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:PMID: 18955458||Imatinib:.;Sunitinib:.||Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:.;Sunitinib:.||Imatinib:PMID: 24687822||Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:.;Sunitinib:.||Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:PMID: 23582185, 21689725, 17259998;Sunitinib:PMID: 24205792||Imatinib:PMID: 18955458, 18955451, 16624552||Imatinib:FDA||Imatinib:PMID: 23775962;Sunitinib:PMID: 22261812||Imatinib:PMID: 23840364;Sunitinib:PMID: 23840364||Imatinib:PMID: 21690468, 21642685||Imatinib:PMID: 18955458||Sunitinib:PMID: 18955458
KIT	mut	0.90%	PI3K/AKT/MTOR pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	Dasatinib:PMID: 16397263||Dasatinib:PMID: 18986703;Dasatinib:PMID: 18559612;Dasatinib:PMID: 16397263||Dasatinib:PMID: 16397263||Dasatinib:PMID: 17372901, 18448188;Imatinib:PMID: 18066592;Imatinib:PMID: 17372901, 18448188;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812;Sunitinib:PMID: 17372901, 18448188||Dasatinib:PMID: 23149070;Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18623623;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 23456621;Imatinib:PMID: 25886408;Imatinib:PMID: 26316776;Sunitinib:PMID: 21394667;Sunitinib:PMID: 21394667||Dasatinib:PMID: 19671763;Imatinib:NCCN;Imatinib:PMID: 18421059, 21642685, 21690468, 22261812;Imatinib:FDA;Nilotinib:PMID: 22068222, 25695690;Regorafenib:FDA;Sunitinib:PMID: 18421059, 21642685, 21690468, 22261812;Sunitinib:FDA||Dasatinib:PMID: 16397263;Sorafenib:ASCO 2011 (abstr 10009);Sunitinib:PMID: 18955458||Imatinib:PMID: 18955458||Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 23456621;Imatinib:PMID: 26779618;Ponatinib:PMID: 25239608||Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18452195;Imatinib:PMID: 18955458||Imatinib:PMID: 15685537||Imatinib:PMID: 18955458||Imatinib:PMID: 16551858;Imatinib:PMID: 18452195||Imatinib:PMID: 15685537||Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 20032375||Imatinib:PMID: 16954519;Imatinib:PMID: 18955458||Imatinib:PMID: 15685537;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 18452195;Imatinib:PMID: 25886408;Sorafenib:PMID: 19461405||Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 18452195;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 25886408||Imatinib:PMID: 23775962;Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 18452195;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 23456621;Imatinib:PMID: 25886408;Nilotinib:PMID: 25695690||Imatinib:PMID: 21325067;Nilotinib:PMID: 21325067;Sorafenib:PMID: 21325067;Sunitinib:PMID: 21325067||Imatinib:PMID: 20043176;Imatinib:PMID: 20043176;Imatinib:PMID: 25886408;Imatinib:PMID: 18066592;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812||Imatinib:PMID: 25886408||Imatinib:PMID: 25886408||Imatinib:PMID: 16954519;Imatinib:PMID: 18623623;Imatinib:PMID: 25886408||Imatinib:PMID: 16551858||Imatinib:PMID: 25735500||Imatinib:PMID: 16551858;Imatinib:PMID: 25886408||Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 20028860;Imatinib:PMID: 25886408;Ponatinib:PMID: 25239608||Imatinib:PMID: 18066592;Imatinib:PMID: 20736294;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812||Imatinib:PMID: 18066592;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812||Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18488000;Imatinib:PMID: 18623623;Imatinib:PMID: 18830121;Imatinib:PMID: 18955458;Imatinib:PMID: 23348204;Imatinib:PMID: 23456621;Imatinib:PMID: 25182956;Imatinib:PMID: 25886408;Imatinib:PMID: 26779618;Ponatinib:PMID: 25239608||Imatinib:PMID: 18066592;Imatinib:PMID: 12960119;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Nilotinib:PMID: 12960119;Sorafenib:PMID: 12960119;Sunitinib:PMID: 22261812;Sunitinib:PMID: 12960119||Imatinib:PMID: 21969494;Imatinib:PMID: 21969494;Nilotinib:PMID: 21969494;Sorafenib:PMID: 21969494;Sunitinib:PMID: 23375402;Sunitinib:PMID: 21969494||Imatinib:PMID: 25886408||Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 20043176;Imatinib:PMID: 23456621;Imatinib:PMID: 25886408||Imatinib:PMID: 15618474||Imatinib:PMID: 15201427||Imatinib:PMID: 25886408||Imatinib:PMID: 15201427;Sunitinib:PMID: 15201427||Imatinib:PMID: 15201427;Sunitinib:PMID: 15201427||Imatinib:PMID: 25886408||Nilotinib:PMID: 22119758, 21456006;Sorafenib:PMID: 23840364||Ponatinib:ASCO 2015 (abstr 10517), 25239608,ASCO 2015 (abstr 10535)||Sorafenib:PMID: 18936790||Sorafenib:PMID: 20970876||Sorafenib:PMID: 18936790, 20372153||Sorafenib:PMID: 22270258||Sunitinib:PMID: 19861435;Sunitinib:PMID: 19861435	Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:PMID: 18955458||Imatinib:.;Sunitinib:.||Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:.;Sunitinib:.||Imatinib:PMID: 24687822||Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:.;Sunitinib:.||Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:PMID: 23582185, 21689725, 17259998;Sunitinib:PMID: 24205792||Imatinib:PMID: 18955458, 18955451, 16624552||Imatinib:FDA||Imatinib:PMID: 23775962;Sunitinib:PMID: 22261812||Imatinib:PMID: 23840364;Sunitinib:PMID: 23840364||Imatinib:PMID: 21690468, 21642685||Imatinib:PMID: 18955458||Sunitinib:PMID: 18955458
KIT	mut	1.30%		25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	Dasatinib:PMID: 16397263||Dasatinib:PMID: 18986703;Dasatinib:PMID: 18559612;Dasatinib:PMID: 16397263||Dasatinib:PMID: 16397263||Dasatinib:PMID: 17372901, 18448188;Imatinib:PMID: 18066592;Imatinib:PMID: 17372901, 18448188;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812;Sunitinib:PMID: 17372901, 18448188||Dasatinib:PMID: 23149070;Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18623623;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 23456621;Imatinib:PMID: 25886408;Imatinib:PMID: 26316776;Sunitinib:PMID: 21394667;Sunitinib:PMID: 21394667||Dasatinib:PMID: 19671763;Imatinib:NCCN;Imatinib:PMID: 18421059, 21642685, 21690468, 22261812;Imatinib:FDA;Nilotinib:PMID: 22068222, 25695690;Regorafenib:FDA;Sunitinib:PMID: 18421059, 21642685, 21690468, 22261812;Sunitinib:FDA||Dasatinib:PMID: 16397263;Sorafenib:ASCO 2011 (abstr 10009);Sunitinib:PMID: 18955458||Imatinib:PMID: 18955458||Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 23456621;Imatinib:PMID: 26779618;Ponatinib:PMID: 25239608||Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18452195;Imatinib:PMID: 18955458||Imatinib:PMID: 15685537||Imatinib:PMID: 18955458||Imatinib:PMID: 16551858;Imatinib:PMID: 18452195||Imatinib:PMID: 15685537||Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 20032375||Imatinib:PMID: 16954519;Imatinib:PMID: 18955458||Imatinib:PMID: 15685537;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 18452195;Imatinib:PMID: 25886408;Sorafenib:PMID: 19461405||Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 18452195;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 25886408||Imatinib:PMID: 23775962;Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 18452195;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 23456621;Imatinib:PMID: 25886408;Nilotinib:PMID: 25695690||Imatinib:PMID: 21325067;Nilotinib:PMID: 21325067;Sorafenib:PMID: 21325067;Sunitinib:PMID: 21325067||Imatinib:PMID: 20043176;Imatinib:PMID: 20043176;Imatinib:PMID: 25886408;Imatinib:PMID: 18066592;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812||Imatinib:PMID: 25886408||Imatinib:PMID: 25886408||Imatinib:PMID: 16954519;Imatinib:PMID: 18623623;Imatinib:PMID: 25886408||Imatinib:PMID: 16551858||Imatinib:PMID: 25735500||Imatinib:PMID: 16551858;Imatinib:PMID: 25886408||Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 20028860;Imatinib:PMID: 25886408;Ponatinib:PMID: 25239608||Imatinib:PMID: 18066592;Imatinib:PMID: 20736294;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812||Imatinib:PMID: 18066592;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Sorafenib:PMID: 18936790;Sunitinib:PMID: 22261812||Imatinib:PMID: 15685537;Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18488000;Imatinib:PMID: 18623623;Imatinib:PMID: 18830121;Imatinib:PMID: 18955458;Imatinib:PMID: 23348204;Imatinib:PMID: 23456621;Imatinib:PMID: 25182956;Imatinib:PMID: 25886408;Imatinib:PMID: 26779618;Ponatinib:PMID: 25239608||Imatinib:PMID: 18066592;Imatinib:PMID: 12960119;Nilotinib:http: //hwmaint.meeting.ascopubs.org/cgi/content/abstract/32/15_suppl/9032;Nilotinib:PMID: 12960119;Sorafenib:PMID: 12960119;Sunitinib:PMID: 22261812;Sunitinib:PMID: 12960119||Imatinib:PMID: 21969494;Imatinib:PMID: 21969494;Nilotinib:PMID: 21969494;Sorafenib:PMID: 21969494;Sunitinib:PMID: 23375402;Sunitinib:PMID: 21969494||Imatinib:PMID: 25886408||Imatinib:PMID: 15930355;Imatinib:PMID: 16551858;Imatinib:PMID: 16954519;Imatinib:PMID: 17875769;Imatinib:PMID: 18623623;Imatinib:PMID: 18955458;Imatinib:PMID: 20043176;Imatinib:PMID: 23456621;Imatinib:PMID: 25886408||Imatinib:PMID: 15618474||Imatinib:PMID: 15201427||Imatinib:PMID: 25886408||Imatinib:PMID: 15201427;Sunitinib:PMID: 15201427||Imatinib:PMID: 15201427;Sunitinib:PMID: 15201427||Imatinib:PMID: 25886408||Nilotinib:PMID: 22119758, 21456006;Sorafenib:PMID: 23840364||Ponatinib:ASCO 2015 (abstr 10517), 25239608,ASCO 2015 (abstr 10535)||Sorafenib:PMID: 18936790||Sorafenib:PMID: 20970876||Sorafenib:PMID: 18936790, 20372153||Sorafenib:PMID: 22270258||Sunitinib:PMID: 19861435;Sunitinib:PMID: 19861435	Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:PMID: 18955458||Imatinib:.;Sunitinib:.||Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:.;Sunitinib:.||Imatinib:PMID: 24687822||Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:.;Sunitinib:.||Imatinib:PMID: 23582185, 21689725, 17259998||Imatinib:PMID: 23582185, 21689725, 17259998;Sunitinib:PMID: 24205792||Imatinib:PMID: 18955458, 18955451, 16624552||Imatinib:FDA||Imatinib:PMID: 23775962;Sunitinib:PMID: 22261812||Imatinib:PMID: 23840364;Sunitinib:PMID: 23840364||Imatinib:PMID: 21690468, 21642685||Imatinib:PMID: 18955458||Sunitinib:PMID: 18955458
KMT2C	mut	2.00%	Chromatin remodelling	27262756	Review	7.43	2016	12		None	None
KMT2C		4.00%		.	.	.	.	.	来源于cosmic	None	None
KMT2C	mut	3%（28/928）	Chromatin remodeling	26099984	Review	4.91	2015	86		None	None
MLL	mut	22.2%（6/27）；		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	Belinostat:NCT00351975,NCT00357032, 22015773;Daunorubicin:PMID: 22417203;EPZ-5676:NCT02141828,NCT01684150, 21741596	None
MLL	mut	1.7%(2/120)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	Belinostat:NCT00351975,NCT00357032, 22015773;Daunorubicin:PMID: 22417203;EPZ-5676:NCT02141828,NCT01684150, 21741596	None
MLL	mut	3-4%	Epigenetic modifiers	26099527	Review	7.67	2015	77		Belinostat:NCT00351975,NCT00357032, 22015773;Daunorubicin:PMID: 22417203;EPZ-5676:NCT02141828,NCT01684150, 21741596	None
MLL2	mut	6.00%	transcription	27838634	Review	5.03	2017	8		Bicalutamide:PMID: 27397505	None
MLL2	mut	5.50%	Epigenetic regulation	25822088	research	23.17	2015	153	243 样本（14% HBV）	Bicalutamide:PMID: 27397505	None
MLL2	mut	2-3%	Epigenetic modifiers	26099527	Review	7.67	2015	77		Bicalutamide:PMID: 27397505	None
MLL4	HBV int.	10.00%	Chromatin remodelling	27262756	Review	7.43	2016	12		None	None
MLL4	mut	2.60%	Epigenetic regulation	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
MLL4	mut	2-3%	Epigenetic modifiers	26099527	Review	7.67	2015	77		None	None
MYC	amp	5.23%		28622513	research	22.79	2017	21	来源于363 HCC WES样本，其中196例收录在TCGA中	Temozolomide:PMID: 27397505	None
MYC	amp	1.30%	MAP kinase pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	Temozolomide:PMID: 27397505	None
MYC	amp	4.00%	P53-cell cycle pathway	26099527	Review	7.67	2015	77		Temozolomide:PMID: 27397505	None
UBR3	mut	0.8%(1/120)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	None	None
UBR3	mut	2.00%	DNA damage checkpoint and repair	27838634	Review	5.03	2017	8		None	None
UBR3	mut	0.8%(1/120)		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	None	None
WWP1	mut	9.00%	SMAD signaling	27838634	Review	5.03	2017	8		None	None
WWP1	mut	7.7%（5/65）		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	None	None
WWP1	mut	7.7%(5/65)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	None	None
ZIC3		3.00%	Wnt signaling	27838634	Review	5.03	2017	8		None	None
ZIC3	mut	3.3%(4/120)		22634756	research	24.17	2012	438	前者频率来源于27 WGS测序样本，后者来源于验证样本，	None	None
ZIC3	mut	3.3% (4/120)		22634756	research	24.17	2012	443	25 HCC（11 HBV，14 HCV)；120 HCC validation set	None	None
ZNRF3	mut	3.00%	WNT Signalling	27262756	Review	7.43	2016	12		None	None
ZNRF3	mut	3.00%	WNT/β-catenin pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
ZNRF3		2.90%		25636086	research	11.23	2015	30	30例胆汁表现的肝癌，60 HCC WGS，数据收录在ICGC	None	None
ARAF	mut	11.00%		25608663	research	11.8	2015	31	ICCA	Sorafenib:http: //www.jci.org/articles/view/72763, 24569458	None
ARAF	mut	5.00%		28297679		8.4	2017	8	仅在第一阶段出现	Sorafenib:http: //www.jci.org/articles/view/72763, 24569458	None
AXIN2	mut	1.00%	WNT Signalling	27262756	Review	7.43	2016	12		None	None
AXIN2	mut	0.90%	WNT/β-catenin pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
BRCA2	mut	3.70%	genomic instability	28667006	research	3.46	2017	5	489 CCA(ICC和ECC）,94例DNA测序	Cisplatin:PMID: 26801247;Olaparib:PMID: 20609467;Olaparib:PMID: 26510020,NCT01682772,http: //cancerres.aacrjournals.org/content/75/15_Supplement/CT322;Olaparib:FDA;Rucaparib:FDA;Veliparib:PMID: 26801247||Niraparib:.||Olaparib:PMID: 22392482	None
BRCA2	mut	3.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	Cisplatin:PMID: 26801247;Olaparib:PMID: 20609467;Olaparib:PMID: 26510020,NCT01682772,http: //cancerres.aacrjournals.org/content/75/15_Supplement/CT322;Olaparib:FDA;Rucaparib:FDA;Veliparib:PMID: 26801247||Niraparib:.||Olaparib:PMID: 22392482	None
CCNE1	HBV int.	5.00%	cell cycle control	27262756	Review	7.43	2016	12		None	None
CCNE1	amp	1.30%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
CDK4	amp	0.40%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	LEE011:NCT02187783,NCT01237236, http: //meetinglibrary.asco.org/content/83791-102||LEE011:NCT02187783,NCT01237236, http: //meetinglibrary.asco.org/content/83791-102	Palbociclib:ASCO 2017 (abstr 9056)
CDK4	amp	5.00%		28297679		8.4	2017	8	38 CCA（34个是ICC）。进一步用15个样本验证。该部分为两个样本集都有的	LEE011:NCT02187783,NCT01237236, http: //meetinglibrary.asco.org/content/83791-102||LEE011:NCT02187783,NCT01237236, http: //meetinglibrary.asco.org/content/83791-102	Palbociclib:ASCO 2017 (abstr 9056)
CDKN2B	homo del	5.10%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
CDKN2B	del，mut	3.00%	p53-Rb pathway	25362482	research	22.76	2014	106	503例样本（488 HCC，15 IHCC）,文献附件无法下载，根据图标预估比例	None	None
CREBBP		3.00%		.	.	.	.	.	来源于cosmic	None	None
CREBBP	mut	2.60%	p53/cell cycle	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
DAPK1	mut	3.00%	PI3K/MTOR signalling	27262756	Review	7.43	2016	12		None	None
DAPK1	mut	2.60%	PI3K/AKT/MTOR pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
EPHA4	mut	3.00%	RAS/MAPK signalling	27262756	Review	7.43	2016	12		None	None
EPHA4	mut	3.40%	MAP kinase pathway	25822088	research	23.17	2015	153	243 样本（14% HBV）	None	None
